Trade ID,Entry Time,Entry Price,Exit Time,Exit Price,Quantity,PnL,Status
T202607240092,2026-07-24 15:58:04.077788,100,2026-07-24 15:58:04.077813,105,65,325,CLOSED
T202607240084,2026-07-24 15:58:50.734832,100,2026-07-24 15:58:50.734860,121,65,1365,CLOSED
T202607240088,2026-07-24 15:58:50.735548,100,2026-07-24 15:58:50.735574,89,65,-715,CLOSED
T202607240092,2026-07-24 15:58:50.736214,100,2026-07-24 15:58:50.736239,105,65,325,CLOSED
T202607240084,2026-07-24 15:59:38.357536,100,2026-07-24 15:59:38.357564,121,65,1365,CLOSED
T202607240088,2026-07-24 15:59:38.358269,100,2026-07-24 15:59:38.358296,89,65,-715,CLOSED
T202607240092,2026-07-24 15:59:38.358940,100,2026-07-24 15:59:38.358965,105,65,325,CLOSED
T202607240084,2026-07-24 16:01:46.259407,100,2026-07-24 16:01:46.259437,121,65,1365,CLOSED
T202607240088,2026-07-24 16:01:46.260149,100,2026-07-24 16:01:46.260179,89,65,-715,CLOSED
T202607240092,2026-07-24 16:01:46.260816,100,2026-07-24 16:01:46.260842,105,65,325,CLOSED
T202607240084,2026-07-24 16:04:12.616820,100,2026-07-24 16:04:12.616849,121,65,1365,CLOSED
T202607240088,2026-07-24 16:04:12.617533,100,2026-07-24 16:04:12.617559,89,65,-715,CLOSED
T202607240092,2026-07-24 16:04:12.618232,100,2026-07-24 16:04:12.618258,105,65,325,CLOSED
T202607240084,2026-07-24 16:07:52.622269,100,2026-07-24 16:07:52.622299,121,65,1365,CLOSED
T202607240088,2026-07-24 16:07:52.622997,100,2026-07-24 16:07:52.623024,89,65,-715,CLOSED
T202607240092,2026-07-24 16:07:52.623657,100,2026-07-24 16:07:52.623683,105,65,325,CLOSED
T202607240084,2026-07-24 16:09:16.274151,100,2026-07-24 16:09:16.274180,121,65,1365,CLOSED
T202607240088,2026-07-24 16:09:16.274894,100,2026-07-24 16:09:16.274921,89,65,-715,CLOSED
T202607240092,2026-07-24 16:09:16.275553,100,2026-07-24 16:09:16.275578,105,65,325,CLOSED
T202607240086,2026-07-24 16:15:43.382237,100,2026-07-24 16:15:43.382265,121,65,1365,CLOSED
T202607240090,2026-07-24 16:15:43.382941,100,2026-07-24 16:15:43.382968,89,65,-715,CLOSED
T202607240094,2026-07-24 16:15:43.383634,100,2026-07-24 16:15:43.383664,105,65,325,CLOSED
T202607240093,2026-07-24 16:16:39.372378,100,2026-07-24 16:16:39.372406,121,65,1365,CLOSED
T202607240097,2026-07-24 16:16:39.373133,100,2026-07-24 16:16:39.373159,89,65,-715,CLOSED
T202607240101,2026-07-24 16:16:39.373814,100,2026-07-24 16:16:39.373839,105,65,325,CLOSED
T202607240103,2026-07-24 16:17:30.719890,100,2026-07-24 16:17:30.719919,121,65,1365,CLOSED
T202607240107,2026-07-24 16:17:30.720594,100,2026-07-24 16:17:30.720621,89,65,-715,CLOSED
T202607240111,2026-07-24 16:17:30.721256,100,2026-07-24 16:17:30.721281,105,65,325,CLOSED
T202607240103,2026-07-24 16:20:54.650343,100,2026-07-24 16:20:54.650372,121,65,1365,CLOSED
T202607240107,2026-07-24 16:20:54.651102,100,2026-07-24 16:20:54.651128,89,65,-715,CLOSED
T202607240111,2026-07-24 16:20:54.651782,100,2026-07-24 16:20:54.651807,105,65,325,CLOSED
T202607240103,2026-07-24 16:22:52.913960,100,2026-07-24 16:22:52.913988,121,65,1365,CLOSED
T202607240107,2026-07-24 16:22:52.914670,100,2026-07-24 16:22:52.914701,89,65,-715,CLOSED
T202607240111,2026-07-24 16:22:52.915331,100,2026-07-24 16:22:52.915355,105,65,325,CLOSED
T202607240103,2026-07-24 16:23:45.260165,100,2026-07-24 16:23:45.260194,121,65,1365,CLOSED
T202607240107,2026-07-24 16:23:45.260879,100,2026-07-24 16:23:45.260906,89,65,-715,CLOSED
T202607240111,2026-07-24 16:23:45.261521,100,2026-07-24 16:23:45.261546,105,65,325,CLOSED
T202607240103,2026-07-24 16:24:14.203124,100,2026-07-24 16:24:14.203153,121,65,1365,CLOSED
T202607240107,2026-07-24 16:24:14.203873,100,2026-07-24 16:24:14.203901,89,65,-715,CLOSED
T202607240111,2026-07-24 16:24:14.204535,100,2026-07-24 16:24:14.204564,105,65,325,CLOSED
T202607240103,2026-07-24 16:27:49.164411,100,2026-07-24 16:27:49.164439,121,65,1365,CLOSED
T202607240107,2026-07-24 16:27:49.165137,100,2026-07-24 16:27:49.165164,89,65,-715,CLOSED
T202607240111,2026-07-24 16:27:49.165804,100,2026-07-24 16:27:49.165829,105,65,325,CLOSED
T202607240103,2026-07-24 16:30:53.226042,100,2026-07-24 16:30:53.226071,121,65,1365,CLOSED
T202607240107,2026-07-24 16:30:53.226747,100,2026-07-24 16:30:53.226774,89,65,-715,CLOSED
T202607240111,2026-07-24 16:30:53.227441,100,2026-07-24 16:30:53.227467,105,65,325,CLOSED
T202607240103,2026-07-24 16:34:21.019563,100,2026-07-24 16:34:21.019592,121,65,1365,CLOSED
T202607240107,2026-07-24 16:34:21.020275,100,2026-07-24 16:34:21.020301,89,65,-715,CLOSED
T202607240111,2026-07-24 16:34:21.020930,100,2026-07-24 16:34:21.020954,105,65,325,CLOSED
T202607240103,2026-07-24 16:35:18.335514,100,2026-07-24 16:35:18.335544,121,65,1365,CLOSED
T202607240107,2026-07-24 16:35:18.336339,100,2026-07-24 16:35:18.336366,89,65,-715,CLOSED
T202607240111,2026-07-24 16:35:18.337021,100,2026-07-24 16:35:18.337049,105,65,325,CLOSED
T202607240103,2026-07-24 16:36:46.876011,100,2026-07-24 16:36:46.876040,121,65,1365,CLOSED
T202607240107,2026-07-24 16:36:46.876760,100,2026-07-24 16:36:46.876789,89,65,-715,CLOSED
T202607240111,2026-07-24 16:36:46.877429,100,2026-07-24 16:36:46.877454,105,65,325,CLOSED
T202607240103,2026-07-24 16:39:02.167625,100,2026-07-24 16:39:02.167653,121,65,1365,CLOSED
T202607240107,2026-07-24 16:39:02.168419,100,2026-07-24 16:39:02.168444,89,65,-715,CLOSED
T202607240111,2026-07-24 16:39:02.169091,100,2026-07-24 16:39:02.169115,105,65,325,CLOSED
T202607240103,2026-07-24 16:41:29.121547,100,2026-07-24 16:41:29.121576,121,65,1365,CLOSED
T202607240107,2026-07-24 16:41:29.122280,100,2026-07-24 16:41:29.122307,89,65,-715,CLOSED
T202607240111,2026-07-24 16:41:29.122987,100,2026-07-24 16:41:29.123012,105,65,325,CLOSED
T202607240103,2026-07-24 16:43:13.109410,100,2026-07-24 16:43:13.109438,121,65,1365,CLOSED
T202607240107,2026-07-24 16:43:13.110149,100,2026-07-24 16:43:13.110178,89,65,-715,CLOSED
T202607240111,2026-07-24 16:43:13.110819,100,2026-07-24 16:43:13.110843,105,65,325,CLOSED
T202607240103,2026-07-24 16:43:38.087959,100,2026-07-24 16:43:38.087989,121,65,1365,CLOSED
T202607240107,2026-07-24 16:43:38.088736,100,2026-07-24 16:43:38.088764,89,65,-715,CLOSED
T202607240111,2026-07-24 16:43:38.089411,100,2026-07-24 16:43:38.089437,105,65,325,CLOSED
T202607240103,2026-07-24 16:45:43.402092,100,2026-07-24 16:45:43.402120,121,65,1365,CLOSED
T202607240107,2026-07-24 16:45:43.402812,100,2026-07-24 16:45:43.402839,89,65,-715,CLOSED
T202607240111,2026-07-24 16:45:43.403475,100,2026-07-24 16:45:43.403501,105,65,325,CLOSED
T202607240103,2026-07-24 16:46:58.962142,100,2026-07-24 16:46:58.962171,121,65,1365,CLOSED
T202607240107,2026-07-24 16:46:58.962875,100,2026-07-24 16:46:58.962901,89,65,-715,CLOSED
T202607240111,2026-07-24 16:46:58.963540,100,2026-07-24 16:46:58.963564,105,65,325,CLOSED
T202607240103,2026-07-24 16:49:25.967954,100,2026-07-24 16:49:25.967982,121,65,1365,CLOSED
T202607240107,2026-07-24 16:49:25.968711,100,2026-07-24 16:49:25.968738,89,65,-715,CLOSED
T202607240111,2026-07-24 16:49:25.969386,100,2026-07-24 16:49:25.969411,105,65,325,CLOSED
T202607240101,2026-07-24 16:52:03.643639,100,2026-07-24 16:52:03.643672,121,65,1365,CLOSED
T202607240105,2026-07-24 16:52:03.644366,100,2026-07-24 16:52:03.644393,89,65,-715,CLOSED
T202607240109,2026-07-24 16:52:03.645053,100,2026-07-24 16:52:03.645079,105,65,325,CLOSED
T202607240101,2026-07-24 16:52:43.901730,100,2026-07-24 16:52:43.901758,121,65,1365,CLOSED
T202607240105,2026-07-24 16:52:43.902430,100,2026-07-24 16:52:43.902457,89,65,-715,CLOSED
T202607240109,2026-07-24 16:52:43.903127,100,2026-07-24 16:52:43.903155,105,65,325,CLOSED
T202607240103,2026-07-24 16:56:20.066606,100,2026-07-24 16:56:20.066634,121,65,1365,CLOSED
T202607240107,2026-07-24 16:56:20.067370,100,2026-07-24 16:56:20.067397,89,65,-715,CLOSED
T202607240111,2026-07-24 16:56:20.068060,100,2026-07-24 16:56:20.068084,105,65,325,CLOSED
T202607240103,2026-07-24 16:58:10.855646,100,2026-07-24 16:58:10.855674,121,65,1365,CLOSED
T202607240107,2026-07-24 16:58:10.856355,100,2026-07-24 16:58:10.856380,89,65,-715,CLOSED
T202607240111,2026-07-24 16:58:10.857018,100,2026-07-24 16:58:10.857041,105,65,325,CLOSED
T202607240103,2026-07-24 16:59:19.647324,100,2026-07-24 16:59:19.647353,121,65,1365,CLOSED
T202607240107,2026-07-24 16:59:19.648037,100,2026-07-24 16:59:19.648064,89,65,-715,CLOSED
T202607240111,2026-07-24 16:59:19.648742,100,2026-07-24 16:59:19.648767,105,65,325,CLOSED
T202607240103,2026-07-24 17:05:20.762187,100,2026-07-24 17:05:20.762216,121,65,1365,CLOSED
T202607240107,2026-07-24 17:05:20.762928,100,2026-07-24 17:05:20.762954,89,65,-715,CLOSED
T202607240111,2026-07-24 17:05:20.763594,100,2026-07-24 17:05:20.763618,105,65,325,CLOSED
T202607240103,2026-07-24 17:08:08.782963,100,2026-07-24 17:08:08.782992,121,65,1365,CLOSED
T202607240107,2026-07-24 17:08:08.783697,100,2026-07-24 17:08:08.783724,89,65,-715,CLOSED
T202607240111,2026-07-24 17:08:08.784390,100,2026-07-24 17:08:08.784415,105,65,325,CLOSED
T202607240106,2026-07-24 17:10:55.917777,100,2026-07-24 17:10:55.917811,121,65,1365,CLOSED
T202607240110,2026-07-24 17:10:55.918533,100,2026-07-24 17:10:55.918559,89,65,-715,CLOSED
T202607240114,2026-07-24 17:10:55.919209,100,2026-07-24 17:10:55.919234,105,65,325,CLOSED
T202607240112,2026-07-24 17:18:37.333210,100,2026-07-24 17:18:37.333239,121,65,1365,CLOSED
T202607240116,2026-07-24 17:18:37.333947,100,2026-07-24 17:18:37.333974,89,65,-715,CLOSED
T202607240120,2026-07-24 17:18:37.334620,100,2026-07-24 17:18:37.334644,105,65,325,CLOSED
T202607280112,2026-07-28 09:54:05.559059,100,2026-07-28 09:54:05.559089,121,65,1365,CLOSED
T202607280116,2026-07-28 09:54:05.559795,100,2026-07-28 09:54:05.559822,89,65,-715,CLOSED
T202607280120,2026-07-28 09:54:05.560463,100,2026-07-28 09:54:05.560488,105,65,325,CLOSED
T202607280112,2026-07-28 10:00:15.247042,100,2026-07-28 10:00:15.247072,121,65,1365,CLOSED
T202607280116,2026-07-28 10:00:15.247799,100,2026-07-28 10:00:15.247827,89,65,-715,CLOSED
T202607280120,2026-07-28 10:00:15.248477,100,2026-07-28 10:00:15.248502,105,65,325,CLOSED
T202607280112,2026-07-28 10:05:42.102372,100,2026-07-28 10:05:42.102400,121,65,1365,CLOSED
T202607280116,2026-07-28 10:05:42.103112,100,2026-07-28 10:05:42.103139,89,65,-715,CLOSED
T202607280120,2026-07-28 10:05:42.103778,100,2026-07-28 10:05:42.103803,105,65,325,CLOSED
T202607280112,2026-07-28 10:07:48.027367,100,2026-07-28 10:07:48.027395,121,65,1365,CLOSED
T202607280116,2026-07-28 10:07:48.028091,100,2026-07-28 10:07:48.028118,89,65,-715,CLOSED
T202607280120,2026-07-28 10:07:48.028804,100,2026-07-28 10:07:48.028829,105,65,325,CLOSED
T202607280112,2026-07-28 10:08:44.244857,100,2026-07-28 10:08:44.244885,121,65,1365,CLOSED
T202607280116,2026-07-28 10:08:44.245605,100,2026-07-28 10:08:44.245636,89,65,-715,CLOSED
T202607280120,2026-07-28 10:08:44.246285,100,2026-07-28 10:08:44.246310,105,65,325,CLOSED
T202607280112,2026-07-28 10:09:36.801053,100,2026-07-28 10:09:36.801082,121,65,1365,CLOSED
T202607280116,2026-07-28 10:09:36.801833,100,2026-07-28 10:09:36.801860,89,65,-715,CLOSED
T202607280120,2026-07-28 10:09:36.802532,100,2026-07-28 10:09:36.802557,105,65,325,CLOSED
T202607280112,2026-07-28 10:10:29.192064,100,2026-07-28 10:10:29.192094,121,65,1365,CLOSED
T202607280116,2026-07-28 10:10:29.192810,100,2026-07-28 10:10:29.192842,89,65,-715,CLOSED
T202607280120,2026-07-28 10:10:29.193485,100,2026-07-28 10:10:29.193511,105,65,325,CLOSED
T202607280112,2026-07-28 10:11:52.662320,100,2026-07-28 10:11:52.662348,121,65,1365,CLOSED
T202607280116,2026-07-28 10:11:52.663069,100,2026-07-28 10:11:52.663096,89,65,-715,CLOSED
T202607280120,2026-07-28 10:11:52.663750,100,2026-07-28 10:11:52.663775,105,65,325,CLOSED
T202607280112,2026-07-28 10:14:07.060812,100,2026-07-28 10:14:07.060843,121,65,1365,CLOSED
T202607280116,2026-07-28 10:14:07.061570,100,2026-07-28 10:14:07.061598,89,65,-715,CLOSED
T202607280120,2026-07-28 10:14:07.062256,100,2026-07-28 10:14:07.062282,105,65,325,CLOSED
T202607280112,2026-07-28 10:14:18.760074,100,2026-07-28 10:14:18.760103,121,65,1365,CLOSED
T202607280116,2026-07-28 10:14:18.760832,100,2026-07-28 10:14:18.760857,89,65,-715,CLOSED
T202607280120,2026-07-28 10:14:18.761516,100,2026-07-28 10:14:18.761541,105,65,325,CLOSED
T202607280112,2026-07-28 10:14:26.863013,100,2026-07-28 10:14:26.863065,121,65,1365,CLOSED
T202607280116,2026-07-28 10:14:26.864698,100,2026-07-28 10:14:26.864736,89,65,-715,CLOSED
T202607280120,2026-07-28 10:14:26.866327,100,2026-07-28 10:14:26.866369,105,65,325,CLOSED
T202607280112,2026-07-28 10:15:21.027149,100,2026-07-28 10:15:21.027199,121,65,1365,CLOSED
T202607280116,2026-07-28 10:15:21.028791,100,2026-07-28 10:15:21.028829,89,65,-715,CLOSED
T202607280120,2026-07-28 10:15:21.030395,100,2026-07-28 10:15:21.030431,105,65,325,CLOSED
T202607280112,2026-07-28 10:17:48.124963,100,2026-07-28 10:17:48.124992,121,65,1365,CLOSED
T202607280116,2026-07-28 10:17:48.125701,100,2026-07-28 10:17:48.125733,89,65,-715,CLOSED
T202607280120,2026-07-28 10:17:48.126379,100,2026-07-28 10:17:48.126404,105,65,325,CLOSED
T202607280112,2026-07-28 10:18:53.166264,100,2026-07-28 10:18:53.166293,121,65,1365,CLOSED
T202607280116,2026-07-28 10:18:53.167017,100,2026-07-28 10:18:53.167045,89,65,-715,CLOSED
T202607280120,2026-07-28 10:18:53.167698,100,2026-07-28 10:18:53.167728,105,65,325,CLOSED
T202607280112,2026-07-28 10:20:28.807453,100,2026-07-28 10:20:28.807482,121,65,1365,CLOSED
T202607280116,2026-07-28 10:20:28.808221,100,2026-07-28 10:20:28.808249,89,65,-715,CLOSED
T202607280120,2026-07-28 10:20:28.808923,100,2026-07-28 10:20:28.808948,105,65,325,CLOSED
T202607280112,2026-07-28 10:23:16.334389,100,2026-07-28 10:23:16.334418,121,65,1365,CLOSED
T202607280116,2026-07-28 10:23:16.335204,100,2026-07-28 10:23:16.335230,89,65,-715,CLOSED
T202607280120,2026-07-28 10:23:16.335885,100,2026-07-28 10:23:16.335914,105,65,325,CLOSED
T202607280112,2026-07-28 10:38:17.044248,100,2026-07-28 10:38:17.044276,121,65,1365,CLOSED
T202607280116,2026-07-28 10:38:17.045018,100,2026-07-28 10:38:17.045044,89,65,-715,CLOSED
T202607280120,2026-07-28 10:38:17.045699,100,2026-07-28 10:38:17.045724,105,65,325,CLOSED
T202607280112,2026-07-28 10:39:47.266802,100,2026-07-28 10:39:47.266830,121,65,1365,CLOSED
T202607280116,2026-07-28 10:39:47.267532,100,2026-07-28 10:39:47.267558,89,65,-715,CLOSED
T202607280120,2026-07-28 10:39:47.268204,100,2026-07-28 10:39:47.268229,105,65,325,CLOSED
T202607280112,2026-07-28 10:40:51.841962,100,2026-07-28 10:40:51.841990,121,65,1365,CLOSED
T202607280116,2026-07-28 10:40:51.842682,100,2026-07-28 10:40:51.842715,89,65,-715,CLOSED
T202607280120,2026-07-28 10:40:51.843355,100,2026-07-28 10:40:51.843380,105,65,325,CLOSED
T202607280112,2026-07-28 10:47:57.318795,100,2026-07-28 10:47:57.318824,121,65,1365,CLOSED
T202607280116,2026-07-28 10:47:57.319519,100,2026-07-28 10:47:57.319545,89,65,-715,CLOSED
T202607280120,2026-07-28 10:47:57.320177,100,2026-07-28 10:47:57.320205,105,65,325,CLOSED
T202607280112,2026-07-28 10:49:58.834905,100,2026-07-28 10:49:58.834956,121,65,1365,CLOSED
T202607280116,2026-07-28 10:49:58.836539,100,2026-07-28 10:49:58.836578,89,65,-715,CLOSED
T202607280120,2026-07-28 10:49:58.838110,100,2026-07-28 10:49:58.838147,105,65,325,CLOSED
T202607280120,2026-07-28 15:14:44.230912,100,2026-07-28 15:14:44.230941,121,65,1365,CLOSED
T202607280124,2026-07-28 15:14:44.231649,100,2026-07-28 15:14:44.231676,89,65,-715,CLOSED
T202607280128,2026-07-28 15:14:44.232337,100,2026-07-28 15:14:44.232362,105,65,325,CLOSED
T202607280120,2026-07-28 15:15:59.931602,100,2026-07-28 15:15:59.931633,121,65,1365,CLOSED
T202607280124,2026-07-28 15:15:59.932345,100,2026-07-28 15:15:59.932373,89,65,-715,CLOSED
T202607280128,2026-07-28 15:15:59.933021,100,2026-07-28 15:15:59.933045,105,65,325,CLOSED
T202607280120,2026-07-28 15:18:38.129640,100,2026-07-28 15:18:38.129670,121,65,1365,CLOSED
T202607280124,2026-07-28 15:18:38.130406,100,2026-07-28 15:18:38.130433,89,65,-715,CLOSED
T202607280128,2026-07-28 15:18:38.131096,100,2026-07-28 15:18:38.131123,105,65,325,CLOSED
T202607280120,2026-07-28 15:20:08.979530,100,2026-07-28 15:20:08.979559,121,65,1365,CLOSED
T202607280124,2026-07-28 15:20:08.980298,100,2026-07-28 15:20:08.980326,89,65,-715,CLOSED
T202607280128,2026-07-28 15:20:08.980984,100,2026-07-28 15:20:08.981009,105,65,325,CLOSED
T202607280120,2026-07-28 15:28:45.264425,100,2026-07-28 15:28:45.264458,121,65,1365,CLOSED
T202607280124,2026-07-28 15:28:45.265185,100,2026-07-28 15:28:45.265217,89,65,-715,CLOSED
T202607280128,2026-07-28 15:28:45.265872,100,2026-07-28 15:28:45.265896,105,65,325,CLOSED
T202607280120,2026-07-28 15:31:08.037569,100,2026-07-28 15:31:08.037599,121,65,1365,CLOSED
T202607280124,2026-07-28 15:31:08.038321,100,2026-07-28 15:31:08.038351,89,65,-715,CLOSED
T202607280128,2026-07-28 15:31:08.039005,100,2026-07-28 15:31:08.039030,105,65,325,CLOSED
T202607280120,2026-07-28 15:31:44.129005,100,2026-07-28 15:31:44.129034,121,65,1365,CLOSED
T202607280124,2026-07-28 15:31:44.129735,100,2026-07-28 15:31:44.129763,89,65,-715,CLOSED
T202607280128,2026-07-28 15:31:44.130406,100,2026-07-28 15:31:44.130431,105,65,325,CLOSED
T202607280120,2026-07-28 15:33:00.617401,100,2026-07-28 15:33:00.617431,121,65,1365,CLOSED
T202607280124,2026-07-28 15:33:00.618142,100,2026-07-28 15:33:00.618169,89,65,-715,CLOSED
T202607280128,2026-07-28 15:33:00.618823,100,2026-07-28 15:33:00.618847,105,65,325,CLOSED
T202607280120,2026-07-28 15:36:26.831050,100,2026-07-28 15:36:26.831078,121,65,1365,CLOSED
T202607280124,2026-07-28 15:36:26.831790,100,2026-07-28 15:36:26.831816,89,65,-715,CLOSED
T202607280128,2026-07-28 15:36:26.832464,100,2026-07-28 15:36:26.832490,105,65,325,CLOSED
T202607280120,2026-07-28 15:47:47.056245,100,2026-07-28 15:47:47.056276,121,65,1365,CLOSED
T202607280124,2026-07-28 15:47:47.056987,100,2026-07-28 15:47:47.057014,89,65,-715,CLOSED
T202607280128,2026-07-28 15:47:47.057655,100,2026-07-28 15:47:47.057680,105,65,325,CLOSED
T202607280120,2026-07-28 15:49:26.066044,100,2026-07-28 15:49:26.066073,121,65,1365,CLOSED
T202607280124,2026-07-28 15:49:26.066795,100,2026-07-28 15:49:26.066822,89,65,-715,CLOSED
T202607280128,2026-07-28 15:49:26.067465,100,2026-07-28 15:49:26.067494,105,65,325,CLOSED
T202607280120,2026-07-28 15:58:36.343175,100,2026-07-28 15:58:36.343205,121,65,1365,CLOSED
T202607280124,2026-07-28 15:58:36.343894,100,2026-07-28 15:58:36.343920,89,65,-715,CLOSED
T202607280128,2026-07-28 15:58:36.344553,100,2026-07-28 15:58:36.344581,105,65,325,CLOSED
T202607280120,2026-07-28 16:04:05.830387,100,2026-07-28 16:04:05.830417,121,65,1365,CLOSED
T202607280124,2026-07-28 16:04:05.831127,100,2026-07-28 16:04:05.831154,89,65,-715,CLOSED
T202607280128,2026-07-28 16:04:05.831801,100,2026-07-28 16:04:05.831827,105,65,325,CLOSED
T202607280120,2026-07-28 16:28:23.046744,100,2026-07-28 16:28:23.046773,121,65,1365,CLOSED
T202607280124,2026-07-28 16:28:23.047474,100,2026-07-28 16:28:23.047501,89,65,-715,CLOSED
T202607280128,2026-07-28 16:28:23.048143,100,2026-07-28 16:28:23.048171,105,65,325,CLOSED
T202607280120,2026-07-28 17:15:45.942262,100,2026-07-28 17:15:45.942291,121,65,1365,CLOSED
T202607280124,2026-07-28 17:15:45.942998,100,2026-07-28 17:15:45.943024,89,65,-715,CLOSED
T202607280128,2026-07-28 17:15:45.943662,100,2026-07-28 17:15:45.943692,105,65,325,CLOSED
T202607280120,2026-07-28 17:17:05.638866,100,2026-07-28 17:17:05.638895,121,65,1365,CLOSED
T202607280124,2026-07-28 17:17:05.639619,100,2026-07-28 17:17:05.639644,89,65,-715,CLOSED
T202607280128,2026-07-28 17:17:05.640325,100,2026-07-28 17:17:05.640349,105,65,325,CLOSED
T202607280120,2026-07-28 17:18:44.805212,100,2026-07-28 17:18:44.805241,121,65,1365,CLOSED
T202607280124,2026-07-28 17:18:44.805931,100,2026-07-28 17:18:44.805957,89,65,-715,CLOSED
T202607280128,2026-07-28 17:18:44.806636,100,2026-07-28 17:18:44.806665,105,65,325,CLOSED
T202607280120,2026-07-28 17:22:28.785870,100,2026-07-28 17:22:28.785899,121,65,1365,CLOSED
T202607280124,2026-07-28 17:22:28.786628,100,2026-07-28 17:22:28.786655,89,65,-715,CLOSED
T202607280128,2026-07-28 17:22:28.787316,100,2026-07-28 17:22:28.787340,105,65,325,CLOSED
T202607280120,2026-07-28 17:24:07.767825,100,2026-07-28 17:24:07.767853,121,65,1365,CLOSED
T202607280124,2026-07-28 17:24:07.768542,100,2026-07-28 17:24:07.768568,89,65,-715,CLOSED
T202607280128,2026-07-28 17:24:07.769248,100,2026-07-28 17:24:07.769273,105,65,325,CLOSED
T202607280148,2026-07-28 17:26:49.695554,100,2026-07-28 17:26:49.695582,121,65,1365,CLOSED
T202607280152,2026-07-28 17:26:49.696294,100,2026-07-28 17:26:49.696320,89,65,-715,CLOSED
T202607280156,2026-07-28 17:26:49.696967,100,2026-07-28 17:26:49.696991,105,65,325,CLOSED
T202607280148,2026-07-28 17:31:24.836689,100,2026-07-28 17:31:24.836720,121,65,1365,CLOSED
T202607280152,2026-07-28 17:31:24.837439,100,2026-07-28 17:31:24.837467,89,65,-715,CLOSED
T202607280156,2026-07-28 17:31:24.838122,100,2026-07-28 17:31:24.838148,105,65,325,CLOSED
T202607280168,2026-07-28 17:31:24.840035,100,2026-07-28 17:31:24.840060,121,65,1365,CLOSED
T202607280172,2026-07-28 17:31:24.840692,100,2026-07-28 17:31:24.840717,121,65,1365,CLOSED
T202607280176,2026-07-28 17:31:24.841342,100,2026-07-28 17:31:24.841367,89,65,-715,CLOSED
